playerID,entropy,age,gender,race,education,politicalOrientation
01JW974XJR8E3E51JYY40R7ZH8,0.41599004717511334,60.0,Female,African,High School,Extremely Liberal
01JW9752CPM09HPW1D7P74C9VB,0.5335263227828173,,,,,
01JW975ABV8DXQEHP7WWZH726C,0.27790019762551116,37.0,Female,Caucasian,Some College,Extremely Liberal
01JW97984H3NNZWV6E2HQ6YMPB,1.198383518186795,57.0,Female,Caucasian,College,Moderately Liberal
01JW977W20P7YBB68AXRWTC4WD,0.1392329990550989,40.0,Female,Caucasian,Some College,Slightly Liberal
01JW978C35KHQYD6GHFHASHHFF,0.6698098648178611,19.0,Male,Caucasian,High School,Moderately Conservative
01JW9796N6PCD4PSQ1WCKCMJCY,1.5940260987635804,32.0,Female,Caucasian,College,Extremely Liberal
01JW975NV5ED6J52HENAXJPCQK,0.0,,,,,
01JW9753GREBH8Q1H278C6P42E,0.7333933955379485,42.0,Female,African,College,Extremely Conservative
01JW978H1YK0SPZTAH90JHFHNS,1.1904154406070562,57.0,Female,Caucasian,Graduate Professional School,Moderately Liberal
