playerID,entropy,age,gender,race,education,politicalOrientation
01JW028WRQC1M51MDV0NPAZCJ4,0.0,48,Male,African,Graduate Professional School,Slightly Liberal
01JW02B3PVYX3A6PMZACQH9VSY,0.1392329990550989,48,Female,Caucasian,Some College,Moderately Conservative
01JW02EXRGJQM0FXNS9EDRYG7D,3.274451079844095,43,Male,Caucasian,Some College,Extremely Conservative
01JW02AFEYAGBGPNN4MPBZP5PG,3.227635088414595,44,Male,African,Prefer not to say,Slightly Conservative
01JW02CYH68KMXV7721AS33GXZ,2.781936732418687,51,Female,Caucasian,Some College,Moderately Liberal
01JW029XNR37MHA24H9XBWVRSY,2.683690218625695,25,Female,African,College,Extremely Liberal
01JW02GDYMGABBSDF0GJ7V1ZWB,0.0,41,Female,Caucasian,College,Moderately Liberal
01JW02A8M61H4244YENRK5H5S5,0.0,49,Male,Caucasian,College,Moderately Liberal
01JW02F1VKT7EQCPX26MEPC9DD,1.5339650478937472,46,Male,Mixed-Race,Some College,Moderately Liberal
01JW02BV9KYNWQQCEWZNXPVFHT,0.23868451135100138,27,Male,Caucasian,Some College,Slightly Conservative
